number_of_cases_alleged,number_of_accused,victim_count,cross_state_indicator,cross_border_indicator,financial_fraud_indicator,property_offence_indicator,organized_operation_indicator,repeat_offender_indicator,social_engineering_indicator,ipc_379,ipc_420,ipc_120b_or_34,evidence_completeness_score,charge_sheet_filed,custody_duration_days,statutory_cert_present,chain_of_custody_complete,fake_call_center_indicator,parallel_telephone_exchange_indicator,bulk_corporate_sim_indicator,forged_company_indicator,voip_calling_indicator,government_telecom_revenue_loss,vishing_indicator,night_call_ratio,call_burst_frequency,imei_sim_swap_ratio,avg_call_duration_sec,multiple_calling_numbers_indicator,it_act_66d,telegraph_act_sections,internet_banking_software_targeted,banking_password_compromised,unauthorized_transfer_amount_inr,amount_credited_to_accused_ratio,account_frozen_indicator,suspicious_credit_not_reported,bank_correction_request_absent,is_fund_transit_velocity_applicable,fund_transit_velocity_minutes,fan_in_count,fraudulent_website_count,payment_gateway_count,linked_beneficiary_account_count,card_credential_harvesting_indicator,it_act_66,it_act_66c,vehicle_assisted_theft,helmet_concealment_indicator,victim_walking_alone_indicator,victim_approached_from_behind,physical_force_used,stolen_physical_asset_count,stolen_asset_recovered,victim_identification_success,test_identification_parade_validity,reasonable_doubt_identity_gap,ipc_356,ipc_392,ipc_411,ipc_448,ipc_380,network_degree,network_betweenness,topological_kingpin_score,court_level_High Court,court_level_Supreme Court,court_level_Trial Court,case_type_Sec 439 CrPC (Regular Bail),case_type_Sec 482 CrPC (Quashing),case_type_Trial Judgment,case_type_Writ Petition (Detention),label_entity_role,label_high_risk_cyber_syndicate,label_bail_or_custody_relief,label_conviction_outcome
4,17,87,1,0,1,0,1,0,0,0,1,1,0.422,1,33,0,0,0,0,0,0,0,0,0,0.0705,3,1.0835,75.53,0,0,0,1,1,14423882.98,0.9055,1,1,1,1,7.33,15,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0.22,0.0917,1,0,0,0,1,0,0,3,1,0,0
7,6,21,1,0,1,0,1,0,0,0,1,1,0.4797,1,128,0,0,0,1,1,1,1,1,0,0.8178,427,8.6356,32.27,1,1,1,0,0,1420710.95,0.1844,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,0.3042,0.0804,1,0,0,1,0,0,0,4,1,0,0
1,4,54,0,0,1,0,1,0,1,0,1,1,0.4072,1,122,1,1,1,0,1,1,0,0,1,0.7346,64,5.565,128.79,1,1,0,0,0,3469876.12,0.0074,1,0,0,1,8.67,0,1,3,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,0.141,0.0567,1,0,0,1,0,0,0,5,1,0,0
4,4,2,0,0,0,1,0,1,0,1,0,0,0.6281,1,92,0,1,0,0,0,0,0,0,0,0.0584,2,1.0,91.73,0,0,0,0,0,12734.36,0.0677,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,5,0,0,0,1,1,0,0,0,0,2,0.0267,0.0243,1,0,0,0,0,1,0,2,0,1,0
7,2,1,0,0,0,1,1,0,0,1,0,0,0.3906,1,165,0,0,0,0,0,0,0,0,0,0.1385,6,1.0132,131.4,0,0,0,0,0,30626.03,0.0901,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,0,0,1,1,1,1,0,0,1,0.0957,0.1381,1,0,0,0,0,0,1,2,0,1,0
45,11,19,1,0,1,0,1,0,0,0,1,1,0.4766,1,172,1,1,0,1,1,1,1,1,0,0.6102,468,12.1626,80.43,1,1,1,0,0,1952935.83,0.0253,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0.2246,0.1022,1,0,0,1,0,0,0,3,1,1,0
2,14,50,1,0,1,0,1,1,0,0,1,1,0.4454,1,22,1,1,0,0,0,0,0,0,0,0.0,3,1.2683,78.25,0,0,0,1,1,12323703.49,0.8552,1,1,1,1,24.19,23,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0.1274,0.046,1,0,0,0,1,0,0,4,1,0,0
1,21,82,1,0,1,0,1,0,1,0,1,1,0.5928,1,150,1,1,1,0,1,1,0,0,1,0.6359,117,3.1808,131.67,1,1,0,0,0,2670046.29,0.0418,0,0,0,1,18.56,0,3,4,6,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,0.0987,0.0397,0,0,1,0,0,0,1,5,1,0,0
1,25,14,1,0,1,0,1,1,0,0,1,1,0.5593,1,53,1,0,0,0,0,0,0,0,0,0.1328,9,1.0,93.02,0,0,0,1,1,9949704.09,0.2134,1,1,1,1,49.96,23,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0.1879,0.0608,1,0,0,0,1,0,0,4,1,0,0
1,1,2,0,0,0,1,1,0,0,1,0,0,0.8978,1,109,0,1,0,0,0,0,0,0,0,0.0809,1,1.0749,66.02,0,0,0,0,0,25584.67,0.0825,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,4,1,0,0,1,1,0,1,1,1,3,0.0581,0.0419,0,0,1,1,0,0,0,2,0,1,0
2,25,71,0,0,1,0,1,0,1,0,1,1,0.4912,0,171,1,1,1,0,0,0,1,0,1,0.7575,113,3.3251,215.44,1,1,0,0,0,436398.01,0.153,0,0,0,1,9.55,0,5,1,6,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0.0718,0.03,0,0,1,0,0,1,0,5,1,0,0
2,1,2,0,0,1,1,1,0,1,1,1,1,0.6731,1,155,1,1,0,0,0,0,0,0,0,0.0549,5,1.0958,81.72,0,0,0,0,0,92541.6,0.0924,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,41,0.1737,0.0465,0,0,1,0,0,1,0,4,0,1,0
2,24,38,1,0,1,0,1,1,1,0,1,1,0.8693,1,138,1,1,1,0,1,0,1,0,1,0.8874,108,4.4944,202.23,1,1,0,0,0,2125230.36,0.093,0,0,0,1,6.34,0,3,4,5,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0.2433,0.1511,0,0,1,1,0,0,0,5,1,0,1
1,4,1,0,0,0,1,0,0,0,1,0,1,0.505,1,146,1,1,0,0,0,0,0,0,0,0.0018,8,1.1348,171.28,0,0,0,0,0,34005.28,0.1834,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,0,0,1,1,1,0,0,0,2,0.076,0.0691,0,0,1,0,1,0,0,0,0,1,0
15,5,1,0,0,1,0,0,0,0,0,0,0,0.1093,1,31,0,0,0,0,0,0,0,0,0,0.0,9,1.1533,80.31,0,0,0,0,0,0.0,0.1339,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.0658,0.0949,0,0,1,0,1,0,0,0,0,1,0
1,2,1,0,0,1,1,0,1,1,1,1,1,0.7651,1,168,0,0,0,0,0,0,0,0,0,0.0566,4,1.1789,81.17,0,1,0,0,0,60544.82,0.1745,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,9,0.1953,0.0848,1,0,0,1,0,0,0,5,0,1,1
2,2,2,0,0,0,0,0,0,0,0,0,0,0.2988,0,42,0,0,0,0,0,0,0,0,0,0.0485,1,1.2002,49.37,0,0,0,0,0,0.0,0.0537,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0.0564,0.0514,0,0,1,0,1,0,0,0,0,1,0
1,21,55,0,0,1,0,1,0,1,0,1,1,0.6211,1,157,0,1,1,0,1,1,1,0,1,0.6454,55,3.6111,245.9,1,1,0,0,0,1234017.97,0.1216,1,0,0,1,1.07,0,2,2,7,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,0.0775,0.0323,1,0,0,1,0,0,0,5,1,0,0
1,3,1,0,0,0,0,0,0,0,0,0,0,0.3249,0,20,0,0,0,0,0,0,0,0,0,0.0881,6,1.0306,101.5,0,0,0,0,0,0.0,0.0934,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0.0182,0.0113,1,0,0,0,1,0,0,0,0,1,0
1,24,11,1,1,1,0,1,1,0,0,1,1,0.5006,1,173,1,1,0,1,1,1,1,1,0,0.7055,325,12.2173,32.86,1,1,1,0,0,1214974.2,0.1717,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0.2129,0.0768,1,0,0,0,1,0,0,4,1,1,0
21,5,1,0,0,0,0,0,0,0,0,0,0,0.3709,0,28,0,0,0,0,0,0,0,0,0,0.0199,8,1.0,99.18,0,0,0,0,0,0.0,0.0058,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0.0997,0.0719,0,0,1,0,1,0,0,0,0,1,0
2,5,1,0,0,0,1,1,1,0,1,1,0,0.5794,1,35,0,0,0,0,0,0,0,0,0,0.1044,1,1.0302,58.77,0,0,0,0,0,42303.49,0.0653,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,1,1,0,1,0,0,1,0.0716,0.1033,0,0,1,1,0,0,0,0,0,1,0
2,5,96,1,0,1,0,1,0,0,0,1,1,0.9346,1,18,1,1,0,0,0,0,0,0,0,0.0391,9,1.0,66.85,0,0,0,1,1,14598651.18,0.2344,1,1,1,1,14.93,13,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.7802,0.5628,0,0,1,0,0,0,1,1,1,0,1
4,2,1,0,0,0,0,0,0,0,0,0,0,0.3124,0,5,1,1,0,0,0,0,0,0,0,0.0369,3,1.063,58.36,0,0,0,0,0,0.0,0.0725,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0.0362,0.0225,0,0,1,0,1,0,0,0,0,1,0
1,4,2,0,0,0,1,0,0,0,1,0,0,0.5148,1,144,1,1,0,0,0,0,0,0,0,0.028,5,1.2028,142.88,0,0,0,0,0,28241.13,0.1108,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,4,0.0106,0.0066,0,0,1,0,0,0,1,0,0,1,0
4,4,2,0,0,0,1,0,1,0,1,0,0,0.6774,1,143,1,1,0,0,0,0,0,0,0,0.1414,7,1.0355,108.7,0,0,0,0,0,25490.51,0.1564,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0,1,5,0,0,0,1,0,0,0,0,0,2,0.0967,0.088,0,0,1,0,0,0,1,0,0,1,0
1,22,87,1,0,1,0,1,1,1,0,1,1,0.4768,1,121,1,1,1,0,1,0,0,0,1,0.4936,112,3.1301,258.78,1,1,0,0,0,2852826.65,0.1684,1,0,0,1,2.87,0,4,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0.2201,0.1002,0,0,1,1,0,0,0,3,1,0,0
4,5,2,0,0,0,0,0,0,0,0,0,0,0.315,0,19,0,0,0,0,0,0,0,0,0,0.0434,7,1.0,84.86,0,0,0,0,0,0.0,0.1083,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0.0716,0.0516,0,0,1,0,0,0,1,0,0,1,0
1,7,43,1,0,1,0,1,0,1,0,1,1,0.3921,1,79,0,0,1,0,1,0,1,0,1,0.5791,124,7.6291,224.4,1,1,0,0,0,3776525.41,0.059,0,0,0,1,4.21,0,5,1,7,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0.2489,0.1389,1,0,0,1,0,0,0,5,1,0,0
7,11,94,1,0,1,0,1,0,1,0,1,1,0.8339,1,66,1,1,1,0,1,1,0,0,1,0.616,61,6.1724,269.52,1,1,0,0,0,2220655.85,0.1006,0,0,0,1,13.23,0,5,2,10,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0.2017,0.097,1,0,0,0,1,0,0,5,1,1,1
2,5,1,0,0,0,1,0,0,0,1,1,0,0.8388,1,106,0,0,0,0,0,0,0,0,0,0.1562,1,1.2049,79.1,0,0,0,0,0,39290.8,0.1145,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0,1,4,0,0,0,1,0,1,1,1,0,4,0.0687,0.0427,0,0,1,1,0,0,0,0,0,1,0
1,1,2,0,0,0,1,1,1,0,1,0,0,0.8062,1,123,0,0,0,0,0,0,0,0,0,0.058,2,1.0933,151.64,0,0,0,0,0,35961.26,0.1816,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,5,0,0,0,1,1,0,0,1,0,3,0.0572,0.0412,0,0,1,0,1,0,0,2,0,1,0
4,21,72,1,0,1,0,1,1,0,0,1,1,0.7882,1,144,1,1,0,0,0,0,0,0,0,0.1141,8,1.0053,57.27,0,0,0,1,1,6359141.65,0.5282,1,1,1,1,38.1,17,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.5447,0.4958,1,0,0,0,0,1,0,1,1,0,1
1,5,2,0,0,0,1,0,1,0,1,0,1,0.7652,1,111,0,0,0,0,0,0,0,0,0,0.0,6,1.0,79.73,0,0,0,0,0,38840.05,0.1596,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,1,1,0,1,0,0,0,0,1,0.0368,0.0531,1,0,0,0,0,0,1,2,0,0,1
15,11,25,1,0,1,0,1,0,0,0,1,1,0.5935,1,238,1,1,0,1,1,1,1,1,0,0.4584,422,9.2828,18.46,1,1,1,0,0,1878297.41,0.1791,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0.1289,0.0379,1,0,0,1,0,0,0,4,1,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0.1028,0,43,0,0,0,0,0,0,0,0,0,0.0619,2,1.111,82.8,0,0,0,0,0,0.0,0.1471,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0.0701,0.0506,0,0,1,0,1,0,0,0,0,1,0
1,1,2,0,0,1,1,0,1,1,1,1,1,0.3992,1,23,1,1,0,0,0,0,0,0,0,0.0509,2,1.2356,160.46,0,0,0,0,0,96681.6,0.0544,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,28,0.2723,0.0809,0,0,1,0,0,0,1,4,0,1,0
1,23,45,1,0,1,0,1,1,0,0,1,1,0.794,1,144,1,0,0,1,1,1,1,1,0,0.528,226,10.707,56.1,1,1,1,0,0,1956669.68,0.1627,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5097,0.7354,1,0,0,0,1,0,0,1,1,1,1
45,5,1,0,0,0,1,0,0,0,1,1,1,0.9531,1,103,0,0,0,0,0,0,0,0,0,0.1418,9,1.0,152.84,0,0,0,0,0,27743.68,0.1732,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,0,1,1,0,1,0,0,2,0.0825,0.0751,0,0,1,0,1,0,0,2,0,1,0
2,24,58,1,0,1,0,1,1,0,0,1,1,0.6494,1,294,1,1,0,1,1,1,1,1,0,0.7067,160,7.8998,61.47,1,1,1,0,0,249101.97,0.0062,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.0882,0.0492,0,1,0,0,1,0,0,3,1,1,0
1,1,1,0,0,0,1,0,0,0,1,0,1,0.918,1,173,0,1,0,0,0,0,0,0,0,0.1309,9,1.0705,70.15,0,0,0,0,0,17022.08,0.1761,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,3,0,0,0,1,1,0,1,0,0,4,0.0408,0.0253,0,0,1,0,0,0,1,0,0,1,0
15,20,16,1,0,1,0,1,0,0,0,1,1,0.5463,1,159,1,0,0,0,0,0,0,0,0,0.1427,8,1.119,102.11,0,0,0,1,1,7034068.38,0.7191,1,1,1,1,26.95,17,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0.2595,0.0983,1,0,0,1,0,0,0,4,1,0,0
45,2,1,0,0,1,1,1,0,1,1,1,0,0.864,1,25,0,1,0,0,0,0,0,0,0,0.0796,8,1.0,48.26,0,0,0,0,0,107641.3,0.0627,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0.0549,0.0396,1,0,0,0,0,1,0,2,0,1,1
2,18,30,1,0,1,0,1,1,1,0,1,1,0.4674,1,151,1,1,1,0,1,0,1,0,1,0.7499,40,6.2008,195.96,1,1,0,0,0,3183532.21,0.0222,1,0,0,1,6.84,0,2,4,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0.2843,0.1108,0,1,0,0,0,0,1,4,1,1,0
1,4,45,1,0,1,0,1,0,0,0,1,1,0.6528,1,218,1,1,0,1,1,1,1,1,0,0.4515,295,12.8137,65.77,1,1,1,0,0,2459114.38,0.0323,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0.1615,0.065,1,0,0,1,0,0,0,3,1,1,1
1,2,2,0,0,0,1,0,1,0,1,0,0,0.6543,1,22,0,0,0,0,0,0,0,0,0,0.0926,5,1.0416,175.28,0,0,0,0,0,12137.08,0.0903,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,2,0.049,0.0446,1,0,0,0,0,1,0,2,0,1,0
2,14,75,1,0,1,0,1,0,0,0,1,1,0.8322,0,29,1,1,0,0,0,0,0,0,0,0.0947,4,1.049,129.24,0,0,0,1,1,8161802.9,0.8288,1,1,1,1,7.1,22,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.9328,0.6729,0,0,1,1,0,0,0,1,1,0,1
1,1,1,0,0,1,1,1,0,1,1,1,1,0.7923,1,98,0,0,0,0,0,0,0,0,0,0.0485,3,1.0,81.79,0,0,0,0,0,120667.18,0.1517,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,33,0.1283,0.0364,0,0,1,1,0,0,0,4,0,1,1
2,20,15,1,0,1,0,1,0,0,0,1,1,0.678,1,294,1,1,0,1,1,1,1,1,0,0.5377,389,5.4088,73.68,1,1,1,0,0,323037.55,0.0633,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0.1599,0.0728,1,0,0,1,0,0,0,3,1,1,1
4,4,1,0,0,0,1,0,0,0,1,0,0,0.783,1,74,0,0,0,0,0,0,0,0,0,0.1331,5,1.2034,116.27,0,0,0,0,0,39006.59,0.0431,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,4,0,0,0,1,1,0,0,0,1,2,0.0848,0.0772,0,0,1,1,0,0,0,0,0,1,0
7,25,11,1,0,1,0,1,0,0,0,1,1,0.5977,1,254,1,1,0,1,1,1,1,1,0,0.9041,486,5.7803,37.9,1,1,1,0,0,979795.39,0.1173,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.8719,0.629,1,0,0,0,0,0,1,1,1,0,0
4,1,2,0,0,0,1,1,0,0,1,0,1,0.8609,1,89,0,0,0,0,0,0,0,0,0,0.0248,9,1.2564,49.62,0,0,0,0,0,11229.26,0.0661,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,3,0.0604,0.0436,0,0,1,1,0,0,0,2,0,1,0
1,13,71,1,0,1,0,1,0,1,0,1,1,0.6672,1,181,1,0,1,0,1,0,0,0,1,0.8219,114,6.4683,234.55,1,1,0,0,0,1239678.13,0.1127,0,0,0,1,7.63,0,5,3,10,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0.2407,0.1046,1,0,0,1,0,0,0,3,1,0,1
4,5,1,0,0,1,1,1,0,1,1,1,1,0.9073,1,118,1,1,0,0,0,0,0,0,0,0.1387,1,1.0,72.88,0,1,0,0,0,70013.19,0.01,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.0944,0.1362,1,0,0,0,0,0,1,2,0,1,1
7,24,94,0,0,1,0,1,1,0,0,1,1,0.8317,1,106,1,1,0,0,0,0,0,0,0,0.0849,1,1.3593,137.48,0,0,0,1,1,10920405.14,0.2464,1,1,1,1,22.97,5,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0.1551,0.042,1,0,0,1,0,0,0,4,1,0,1
1,4,2,0,0,1,1,0,0,1,1,1,1,0.6984,1,108,0,0,0,0,0,0,0,0,0,0.0232,1,1.0637,73.94,0,1,0,0,0,97103.54,0.1586,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,0.1223,0.0492,0,0,1,1,0,0,0,5,0,1,0
2,5,1,0,0,0,0,0,0,0,0,0,0,0.162,0,10,1,1,0,0,0,0,0,0,0,0.0774,1,1.0753,118.83,0,0,0,0,0,0.0,0.1622,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0.0374,0.0232,0,0,1,0,1,0,0,0,0,1,0
1,2,1,0,0,0,0,0,0,0,0,0,0,0.1728,0,12,0,0,0,0,0,0,0,0,0,0.0,5,1.1413,88.23,0,0,0,0,0,0.0,0.0319,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.078,0.071,1,0,0,1,0,0,0,0,0,1,0
1,2,2,0,0,0,1,1,0,0,1,0,0,0.8078,1,161,0,0,0,0,0,0,0,0,0,0.0497,8,1.0,178.02,0,0,0,0,0,26200.78,0.0859,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,1,1,1,0,0,0,2,0.0206,0.0187,0,0,1,0,1,0,0,2,0,1,0
2,25,37,1,0,1,0,1,0,0,0,1,1,0.3803,1,157,1,0,0,1,1,1,1,1,0,0.716,270,9.336,74.19,1,1,1,0,0,1496105.78,0.1769,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0.141,0.0567,1,0,0,0,0,0,1,3,1,1,0
1,1,2,0,0,0,1,0,0,0,1,0,0,0.7946,1,101,0,0,0,0,0,0,0,0,0,0.1176,5,1.2391,159.88,0,0,0,0,0,3497.17,0.0731,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,1,1,0,1,0,0,2,0.0986,0.0898,1,0,0,0,0,1,0,2,0,1,0
2,5,6,0,0,1,0,1,1,1,0,1,1,0.6264,1,107,1,1,1,0,1,1,1,0,1,0.713,129,4.3437,189.9,1,1,0,0,0,2889021.04,0.1961,1,0,0,1,1.74,0,2,2,6,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0.2361,0.1318,0,0,1,1,0,0,0,5,1,0,1
7,22,16,1,0,1,0,1,0,0,0,1,1,0.6577,1,121,1,1,0,0,0,0,0,0,0,0.0826,9,1.0,100.06,0,0,0,1,1,4180364.6,0.3003,1,1,1,1,9.68,7,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.1397,0.078,1,0,0,0,1,0,0,3,1,0,1
15,24,16,0,0,1,0,1,0,0,0,1,1,0.8163,1,285,1,1,0,1,1,1,1,1,0,0.5851,170,5.8718,60.67,1,1,1,0,0,244874.5,0.0425,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0.0957,0.0331,1,0,0,1,0,0,0,4,1,1,1
21,5,30,1,0,1,0,1,0,0,0,1,1,0.4541,1,170,0,0,0,1,1,1,1,1,0,0.466,124,7.1033,57.29,1,1,1,0,0,2035140.57,0.1872,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0.0932,0.0405,1,0,0,1,0,0,0,3,1,0,0
27,3,1,1,0,1,1,1,0,1,1,1,1,0.9067,1,89,0,0,0,0,0,0,0,0,0,0.1013,8,1.0,54.17,0,0,0,0,0,29013.49,0.0352,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,36,0.1538,0.0426,0,0,1,0,0,0,1,4,0,1,1
7,17,63,1,0,1,0,1,1,1,0,1,1,0.6253,1,149,1,1,1,0,0,1,1,0,1,0.7613,63,4.0934,147.25,1,1,0,0,0,1994092.35,0.1949,1,0,0,1,15.7,0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0.2057,0.0665,1,0,0,0,1,0,0,4,1,0,1
27,4,1,0,0,0,1,1,0,0,1,0,0,0.8032,1,154,0,0,0,0,0,0,0,0,0,0.0922,5,1.0,117.35,0,0,0,0,0,39163.46,0.0973,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0.0699,0.1008,0,0,1,0,1,0,0,2,0,1,0
2,14,36,1,0,1,0,1,0,0,0,1,1,0.664,1,127,1,1,0,0,0,0,0,0,0,0.0824,6,1.1866,166.24,0,0,0,1,1,12765961.81,0.2172,1,1,1,1,7.08,21,0,0,13,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,0.0851,0.0232,0,1,0,0,1,0,0,4,1,0,1
21,3,55,0,0,1,0,1,1,1,0,1,1,0.8704,1,113,1,1,1,0,1,1,1,0,1,0.9761,98,5.2192,85.41,1,1,0,0,0,1804495.15,0.0244,1,0,0,1,19.86,0,5,3,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0.061,0.0277,1,0,0,1,0,0,0,5,1,0,1
7,24,15,1,0,1,0,1,0,0,0,1,1,0.7321,1,37,0,0,0,0,0,0,0,0,0,0.0243,2,1.0339,160.89,0,0,0,1,1,12163727.39,0.3378,1,1,1,1,8.09,18,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0.206,0.0895,1,0,0,1,0,0,0,3,1,0,1
4,3,1,0,0,1,1,0,1,1,1,1,1,0.5467,0,135,0,0,0,0,0,0,0,0,0,0.0288,8,1.0045,114.65,0,0,0,0,0,110284.36,0.0062,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,0.1267,0.048,0,0,1,0,0,0,1,4,0,1,0
1,4,2,0,0,1,1,1,0,1,1,1,1,0.6653,1,67,0,0,0,0,0,0,0,0,0,0.0303,8,1.2031,57.55,0,0,0,0,0,116610.95,0.1685,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,34,0.1461,0.0411,1,0,0,1,0,0,0,4,0,1,0
